id,severity,category,file,line,summary,evidence,verdict,verified_severity,verify_note,source,duplicate_of,direction,remediation,phase1_classification,phase1_direction,phase1_verdict,phase1_provenance,phase1_note,phase1_applied
1523,nit,dead-assignment,lib/runtime/cascade_recalculate.go,33,"_ = log is residue: log is assigned, blanked, then used normally at line 166.","if log == nil { log = shared.SilentLogger{} } followed by _ = log, with log.Debug(...) at 166.",unverified,,,batch6:C058,,,,,,,,,
1524,nit,nondeterministic-snapshot-order,lib/runtime/breakpoint_snapshot.go,63,"heldClaimsSummaryForBreakpoint ranges over the acq.HeldClaims map, so persisted breakpoint snapshots list held aliases in nondeterministic order.","for alias := range acq.HeldClaims — Go map iteration order varies per run, making snapshot diffs noisy.",unverified,,,batch6:C058,,,,,,,,,
1525,major,fan-out-parallelism-unenforced,lib/runtime/fanout_dispatch.go,35,The template-declared fan-out parallelism cap is never enforced: the semaphore machinery has zero production callers and dispatchFanOutChildren enqueues all children unconditionally.,FanOutParallelismSemaphore/FanOutSemaphoreRegistry are referenced only in fanout_dispatch.go and its tests (repo-wide grep); FanOut.Parallelism is only validated >= 0 and echoed into the fan_out_dispatched event payload; no scheduler/queue/claim path consults it. concept:fan-out names the parallelism cap as part of the declared template surface.,CONFIRMED,major,FanOutParallelismSemaphore has zero production callers; FanOut.Parallelism is only validated and echoed into an event — the template-declared cap is unenforced dead config.,batch6:C059,123,,,,,,,,
1526,major,aggregation-threshold-off-by-one,lib/runtime/child_execution.go,508,"The two aggregation-policy evaluators disagree on threshold semantics: the claim-handle aggregator abandons at abandoned > MaxFailures while the run-tree aggregator fails at failures >= MaxFailures, so with max_failures=2 and exactly 2 failed children the parent node-run goes failed while the parent claim Commits.","child_execution.go:507-511 if abandoned > policy.MaxFailures vs run_tree.go aggregateThreshold if failures >= max (130-139, max defaulted to 1 when <=0 even though spec.Validate requires MaxFailures >= 1). Both evaluators run on the same fan-out family. Also strict-DRY: one policy family, two divergent implementations.",CONFIRMED,major,"child_execution abandons at abandoned>MaxFailures while run_tree fails at failures>=max, so max_failures=2 with exactly 2 failures fails the node-run while the claim Commits — two divergent implementations of one policy.",batch6:C059,,fix-code,child_execution.go: align threshold semantics between the claim-handle aggregator (> MaxFailures) and the run-tree aggregator (>= MaxFailures) so parent node-run and parent claim agree.,,,,,,
1527,major,first-policy-cancel-non-winners-dead,lib/runtime/child_execution.go,512,"Under aggregation kind=first, run_tree's Aggregate settles the parent at first success and emits AggregateActionCancelNonWinners, but every caller discards the CancelAction slice and the claim-side settle only cancels siblings on abandon, so losers keep running and the parent claim cannot resolve until all children finish.","run_tree.go:166-180 returns Action: AggregateActionCancelNonWinners; all PropagateIfChildAfterTerminal callers discard it; cancelInFlightSiblings fires only on IsAbandon with strict+cancel_siblings; SettleFromFanoutChild:330-334 early-returns while any child claim handle is active, so first-success never settles the parent claim early.",CONFIRMED,major,"aggregateFirst emits CancelNonWinners but all five callers discard the action slice, cancelInFlightSiblings fires only on abandon, and SettleFromFanoutChild early-returns while any child claim is active — first-success never cancels losers or settles the parent early.",batch6:C059,138,,,,,,,,
1528,major,late-bound-producer-settle-fails,lib/runtime/child_execution.go,375,"SettleFromFanoutChild resolves the parent's producer via StoreRegistry.Get, not GetWithContext, so a fan-out over a late-bound (host-agent-proxy) producer acquires its sub-claims fine but parent settlement permanently errors 'unknown producer'.","child_execution.go:375 uses StoreRegistry.Get; acquisition uses GetWithContext (runner_subclaim.go:57, runner_acquire_claims.go:31) and instance_termination.go:49 does too; GetWithContext is the only path that falls back to the late-bind proxy, and the acquirer's InstanceID is loaded three lines later but not used for the lookup.",CONFIRMED,major,"SettleFromFanoutChild resolves the parent producer via StoreRegistry.Get (no late-bind proxy fallback), so a fan-out over a late-bound producer acquires fine but parent settlement errors 'unknown producer'.",batch6:C059,,fix-code,"Resolve the parent producer via GetWithContext in SettleFromFanoutChild and add scenario coverage for the claim-producer late-bind proxy path (per-binding overrides, per-run-scope isolation) so the five-protocol story proof holds.",,,,,,
1529,major,gate-eval-schema-drift,lib/runtime/gate_evaluator.go,192,"buildResolvedBagAtGateEvalCarry returns an empty bag whenever the node declares no attributes block, never consulting the executor's expected schema, and schemaForGateEval drops template-level attribute defaults — diverging from dispatch-time schema assembly whose output the persisted dispatch bag snapshots.","gate_evaluator.go:192-193 early-returns {} when nodeDef.Attributes == nil, making the exec-schema-only branch (233-241) unreachable; schemaForGateEval:241 passes nil template defaults where dispatch-time computeEffectiveAttributeSchema passes acq.TemplateAttributeDefaults; loadDispatchBag treats the gate-persisted bag as the mandatory dispatch snapshot, so cascade-driven runs of exec-schema-only nodes dispatch with an empty input bag. Second divergent schema-assembly implementation (DRY).",CONFIRMED,major,"gate_evaluator returns {} when nodeDef.Attributes is nil and drops template defaults, a second divergent schema-assembly path that dispatches cascade-driven exec-schema-only runs with an empty bag.",batch6:C059,,fix-code,"buildResolvedBagAtGateEvalCarry/schemaForGateEval must consult the executor's expected schema and include template-level attribute defaults, matching dispatch-time assembly.",,,,,,
1530,major,held-cascade-claim-agnostic-member-filter,lib/runtime/held_cascade_defer.go,299,"The deferred Commit/Abandon cascade excludes the union of members across every holding subgraph containing the holder's node type instead of the resolved claim's own holding subgraph, so a subscriber that co-holds a different claim with the holder never receives the resolution signal.","transitionHolderIfFullyResolved uses subgraphNonMemberFilter(tmplSpec, holderNode.NodeType); subgraphMembersIncludingType (21-42) unions members of ALL HoldingSubgraphsForTemplate entries containing the type — subgraphs are keyed per (acquirer, claim alias). concept:claim-handle scopes exclusion to the holding subgraph for this claim.",REFUTED,minor,"The excluded union members DO receive the terminal signal via the complementary subgraphMemberFilter at held-transition, forming a total partition with exactly-once delivery; at most the claim-handle.md phrasing is imprecise.",batch6:C059,,,,,,,,,
1531,major,missing-tests-deadline-sweep,lib/runtime/conductor.go,27,SweepExecutorDeadlines and decideExecutorDeadlineRelease — the enforcement half of two of the three dispatch deadlines — have zero test coverage anywhere in the repo.,"grep across lib/ and test/ *_test.go returns nothing; dispatch_deadlines_test.go covers only the resolve* helpers. Untested: max_runtime precedence, quiet-reference fallback to ClaimedAt, the 0-disable sentinel at sweep level, release-failure continue paths.",CONFIRMED,major,SweepExecutorDeadlines/decideExecutorDeadlineRelease appear in no test; only the resolve* helpers are covered and no scenario drives quiet-period/max_runtime release.,batch6:C059,,fix-code,Add tests for SweepExecutorDeadlines and decideExecutorDeadlineRelease.,,,,,,
1532,minor,drift-deadline-config-levels,lib/runtime/dispatch_deadlines.go,23,decision:three-dispatch-deadlines says sync_rpc_deadline and max_quiet_period are executor-template-level (the latter also per-node); the code implements all three only as per-node template fields plus per-deployment defaults — the decision doc is the stale side.,resolve* helpers read only spec.TemplateNodeDef fields with a deploymentDefault fallback; no executor-template-level source exists in the resolve chain or in ConductorArgs/RunArgs.,unverified,,,batch6:C059,,,,,,,,,
1533,minor,sub-second-deadline-silently-disabled,lib/runtime/dispatch_deadlines.go,78,"computeEffectiveDeadlineSecs truncates durations to whole seconds, so a valid sub-second max_quiet_period/max_runtime silently becomes the disable sentinel.","s := int(quiet.Seconds()); if s > 0 — 500ms yields s=0, no effective deadline on the dispatch row; template validation accepts any non-negative duration, so nothing rejects the value the runtime then drops.",unverified,,,batch6:C059,,,,,,,,,
1534,minor,delegate-settle-bypasses-drain-idiom,lib/runtime/child_execution.go,250,"SettleFromDelegate calls WaitSet().MarkDrainedBySender directly instead of the drainWaitSetOnSettled idiom, skipping the gate evaluation that concept:wait-set couples to every drain.",drainWaitSetOnSettled (runner_terminal.go:616-632) is the repo idiom: MarkDrainedBySender + evaluateGatesAfterDrain + sibling gate re-eval; child_execution.go:250 performs only the first step in the exit-terminal tx — a one-idiom-per-job violation.,unverified,,,batch6:C059,,,,,,,,,
1535,minor,lifecycle-fanout-error-swallow,lib/runtime/child_execution.go,213,"Both settle primitives silently drop instance/template lookup errors when fanning out the run-scope lifecycle event, suppressing subgraph_exit / fanout_partition_terminal notifications without a log line.","child_execution.go:213-221 and 359-367 use if inst, err := ...; err == nil && inst != nil { if tpl, err := ...; err == nil && tpl != nil { FanOutRunScopeEvent(...) } } — a failed Get skips the fan-out with no error propagation and no warn.",unverified,,,batch6:C059,,,,,,,,,
1536,minor,bagsequal-error-swallow,lib/runtime/gate_evaluator.go,419,"bagsEqual swallows the on-demand prior-bag resolve error and silently treats the bags as unequal, defeating idempotent cascade-mode dedupe on any transient resolve failure.","resolved, rerr := buildResolvedBagAtGateEvalCarry(...); if rerr != nil { return false, nil } — every other error in the same function is wrapped and returned; this one is discarded, so idempotent modes dispatch a duplicate run instead of surfacing the failure.",unverified,,,batch6:C059,,,,,,,,,
